Unit ID,,Fuel type,,Country/Area,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,
L100000317378,,oil and gas,,Argentina,-37.6320000,-68.7230000,,,,,,,,,,,,,,,,,,,,
L100000317379,,oil and gas,,Argentina,-37.6560000,-68.1700000,,,,,,,,,,,,,,,,,,,,
L100000308984,,oil and gas,,Canada,57.0870000,-114.5030000,,,,1969,,,,,,,,,,,,,,,,
L100000311229,,oil and gas,,Nigeria,4.2670000,5.8020000,,,,1987,,,,,,,,,,,,,,,,
L100000312855,,gas,,Indonesia,0.2833000,101.6827000,,,,,,,,,,,,,,,,,,,,
L100000313738,,oil,,Canada,52.4250000,-109.6600000,,,,1990,,,,,,,,,,,,,,,,
L100000313739,,oil,,Canada,52.3230000,-109.7330000,,,,1980,,,,,,,,,,,,,,,,
L100000302310,,oil and gas,,Mexico,18.3125000,-92.9371000,,,,1987,,,,,,,,,,,,,,,,
L100000312856,,gas,,Indonesia,-1.3757000,122.4538000,,,,1999,,,,,,,,,,,,,,,,
L100000312033,,gas,,Malaysia,,,,,,1970,,,,,,,,,,,,,,,,
L100001061858,,oil,,Iran,31.2980000,48.0590000,,,,1976,,,,,,,,,,,,,,,,
L100000320335,,oil and gas,,Brazil,-25.2078000,-42.5451000,,,,2022,,,,,,,,,,,,,,,,
L100000300400,,oil and gas,,Brazil,-25.2090000,-42.4840000,,,,2008,,,,,,,,,,,,,,,,
L100000300399,,oil and gas,,Brazil,-25.2080000,-42.5450000,,,,2012,,,,,,,,,,,,,,,,
L100000319631,,oil and gas,,Canada,56.0710000,-120.8360000,,,,,,,,,,,,,,,,,,,,
L100000319654,,oil and gas,,Canada,56.0710000,-120.8360000,,,,,,,,,,,,,,,,,,,,
L100000310907,,gas,,Trinidad and Tobago,10.4470000,-60.3920000,,,,2011,,,,,,,,,,,,,,,,
L100000317407,,oil,,United Kingdom,58.2090000,-1.5660000,,,,2019,,,,,,,,,,,,,,,,
L100000318187,,oil,,Brunei,4.6442000,114.3981000,,,,1929,,,,,,,,,,,,,,,,
L100000301863,,gas,,Spain,42.5833000,0.4000000,,,,1975,,,,,,,,,,,,,,,,
L100000310894,,gas,,Trinidad and Tobago,10.4485305,-60.4373763,,,,,,,,,,,,,,,,,,,,
L100000316933,,oil and gas,,United States,41.7241424,-110.0460212,,,,1976,,,,,,,,,,,,,,,,
L100000318391,,gas,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
L100000318566,,gas and condensate,,Russia,66.0046000,79.4615000,,,,1987,,,,,,,,,,,,,,,,
L100000312132,,oil and gas,,Russia,59.4660000,108.0766000,,,,2011,,,,,,,,,,,,,,,,
L100000312121,,gas and condensate,,Russia,68.7768000,73.9532000,,,,2023,,,,,,,,,,,,,,,,
L100000321230,,oil,,Russia,67.8650000,58.8747000,,,,1984,,,,,,,,,,,,,,,,
L100000312481,,oil and gas,,Russia,64.7300000,75.3500000,,,,1969,,,,,,,,,,,,,,,,
L100000312371,,oil,,Russia,62.6339000,70.9319000,,,,2000,,,,,,,,,,,,,,,,
L100000312587,,oil and gas,,Russia,72.5307000,73.9334000,,,,2018,,,,,,,,,,,,,,,,
L100000312109,,oil,,Russia,61.3839000,70.4869000,,,,1982,,,,,,,,,,,,,,,,
L100000319033,,oil,,Russia,53.3530000,53.0713000,,,,2021,,,,,,,,,,,,,,,,
L100000312156,,oil,,Russia,62.3000000,67.2000000,,,,1998,,,,,,,,,,,,,,,,
L100000312381,,oil and gas,,Russia,67.8212000,80.0862000,,,,2010,,,,,,,,,,,,,,,,
L100000318411,,oil,,Russia,67.0053000,77.4792000,,,,1998,,,,,,,,,,,,,,,,
L100000312583,,oil and gas,,Russia,69.1995000,81.3777000,,,,1968,,,,,,,,,,,,,,,,
L100000312373,,oil and gas,,Russia,60.0475000,110.8043000,,,,2008,,,,,,,,,,,,,,,,
L100000312097,,oil and gas,,Russia,67.4610000,77.1560000,,,,1966,,,,,,,,,,,,,,,,
L100000312168,,oil and gas,,Russia,62.4885000,77.4248000,,,,1982,,,,,,,,,,,,,,,,
L100000318558,,gas and condensate,,Russia,59.3614000,78.3462000,,,,,,,,,,,,,,,,,,,,
L100000313745,,oil,,Canada,50.2520000,-108.0670000,,,,1996,,,,,,,,,,,,,,,,
L100000313746,,oil,,Canada,50.2520000,-108.0670000,,,,1996,,,,,,,,,,,,,,,,
L100000301419,,oil and gas,,Netherlands,52.0180000,4.1240000,,,,1997,,,,,,,,,,,,,,,,
L100001056052,,oil,,Libya,29.68900,20.95736,,,,,,,,,,,,,,,,,,,,
L100000312198,,oil,,Iran,30.9062000,49.2515000,,,,1968,,,,,,,,,,,,,,,,
L100000308985,,oil and gas,,Canada,55.4370000,-116.7200000,,,,1956,,,,,,,,,,,,,,,,
L100000322074,,oil and gas,,United States,32.4203000,-102.6695000,,,,,,,,,,,,,,,,,,,,
L100000312351,,oil,,Russia,56.5169000,55.1856000,,,,1954,,,,,,,,,,,,,,,,
L100000312699,,gas,,Kazakhstan,43.9696000,54.3196000,,,,1959,,,,,,,,,,,,,,,,
L100000313074,,oil and gas,,Bangladesh,,,,,,1995,,,,,,,,,,,,,,,,
L100000313044,,gas,,Pakistan,25.9514000,68.6136000,,,,2014,,,,,,,,,,,,,,,,
L100000313043,,oil and gas,,Pakistan,25.9367000,68.5875000,,,,2014,,,,,,,,,,,,,,,,
L100000313045,,oil and gas,,Pakistan,25.9500000,68.5334000,,,,2013,,,,,,,,,,,,,,,,
L100001082607,,oil and gas,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,
L100001082605,,oil and gas,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,
L100000319530,,gas,,Iran,27.3381000,53.1783000,,,,2023,,,,,,,,,,,,,,,,
L100000312311,,oil and gas,,United Arab Emirates,22.9350000,53.7190000,,,,1967,,,,,,,,,,,,,,,,
L100000312007,,oil,,Iraq,36.8292000,43.2670000,,,,2009,,,,,,,,,,,,,,,,
L100000312024,,gas,,Malaysia,4.32855556027709,112.6723655739372,,,,,,,,,,,,,,,,,,,,
L100000311628,,oil and gas,,Egypt,30.8262000,26.9078000,,,,1996,,,,,,,,,,,,,,,,
L100000312312,,oil and gas,,United Arab Emirates,24.0980000,54.4250000,,,,1983,,,,,,,,,,,,,,,,
L100000312184,,oil and gas,,Iran,27.6941000,53.1817000,,,,1995,,,,,,,,,,,,,,,,
L100000322260,,gas,,China,30.8621410,107.7408440,,,,1992,,,,,,,,,,,,,,,,
L100000318388,,gas,,Turkmenistan,,,,,,1969,,,,,,,,,,,,,,,,
L100000300641,,oil and gas,,Ireland,50.8230000,-11.8360000,,,,2016,,,,,,,,,,,,,,,,
L100000302196,,oil and gas,,United Kingdom,57.2960000,1.3673000,,,,2009,,,,,,,,,,,,,,,,
L100000314115,,oil and gas,,Saudi Arabia,21.7237000,53.6572000,,,,1968,,,,,,,,,,,,,,,,
L100000302197,,oil and gas,,United Kingdom,57.0324000,1.9438000,,,,1988,,,,,,,,,,,,,,,,
L100000317540,,gas,,Ukraine,49.4070000,36.5770000,,,,,,,,,,,,,,,,,,,,
L100000315868,,gas,,United States,37.6827000,-105.1998000,,,,,,,,,,,,,,,,,,,,
L100000321198,,oil,,Russia,55.0500000,51.5500000,,,,1960,,,,,,,,,,,,,,,,
L100000308990,,oil and gas,,Canada,59.2590000,-119.1310000,,,,1969,,,,,,,,,,,,,,,,
L100000319246,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100001063735,,oil and gas,,United States,26.9315000,-91.4737000,,,,,,,,,,,,,,,,,,,,
L100000319529,,oil and gas,,United States,26.9315000,-91.4737000,,,,2009,,,,,,,,,,,,,,,,
L100000319083,,gas,,China,39.0074000,110.4376000,,,,2023,,,,,,,,,,,,,,,,
L100000317142,,oil,,China,37.5623000,118.4481000,,,,1964,,,,,,,,,,,,,,,,
L100000319166,,gas,,China,38.5433000,109.8931000,,,,2003,,,,,,,,,,,,,,,,
L100000314342,,oil and gas,,United States,27.3354000,-90.1144000,,,,2002,,,,,,,,,,,,,,,,
L100000319539,,oil and gas,,United States,27.3679000,-90.1167000,,,,2017,,,,,,,,,,,,,,,,
L100000313747,,oil,,Canada,49.0070000,-101.6420000,,,,1963,,,,,,,,,,,,,,,,
L100000318270,,gas,,Israel,32.1001000,33.7391000,,,,2012,,,,,,,,,,,,,,,,
L100000311288,,oil and gas,,China,45.6145000,86.9472000,,,,1996,,,,,,,,,,,,,,,,
L100000312160,,oil and gas,,Russia,57.6326000,78.8881000,,,,1992,,,,,,,,,,,,,,,,
L100000302492,,oil and gas,,Mexico,17.7833000,-92.6859000,,,,2003,,,,,,,,,,,,,,,,
L100000311286,,oil and gas,,China,45.4396000,85.9228000,,,,1992,,,,,,,,,,,,,,,,
L100000311646,,oil,,Egypt,27.8469000,33.8638000,,,,1977,,,,,,,,,,,,,,,,
L100000316526,,oil and gas,,United States,33.0067000,-93.2537000,,,,1945,,,,,,,,,,,,,,,,
L100000308995,,oil and gas,,Canada,50.7340000,-113.0130000,,,,1904,,,,,,,,,,,,,,,,
L100000317621,,oil,,United States,,,,,,1905,,,,,,,,,,,,,,,,
L100001081992,,gas,,United States,32.5200000,-93.7700000,,,,,,,,,,,,,,,,,,,,
L100000322822,,gas,,United States,32.5200000,-93.7700000,,,,1913,,,,,,,,,,,,,,,,
L100000317763,,gas,,United States,32.4143000,-93.8266000,,,,1913,,,,,,,,,,,,,,,,
L100000312077,,gas and condensate,,Russia,73.0004000,44.4964000,,,,1988,,,,,,,,,,,,,,,,
L100000322259,,gas,,China,30.7900840,107.4914610,,,,,,,,,,,,,,,,,,,,
L100000319171,,oil,,China,41.1384000,121.8070000,,,,1975,,,,,,,,,,,,,,,,
L100000311298,,oil and gas,,China,40.8922000,82.9079000,,,,2016,,,,,,,,,,,,,,,,
L100000321067,,oil and gas,,Uzbekistan,38.4595000,65.7993000,,,,1958,,,,,,,,,,,,,,,,
L100000304660,,oil and gas,,Ecuador,-0.1991000,-76.6525000,,,,1969,,,,,,,,,,,,,,,,
L100000304661,,oil and gas,,Ecuador,0.1072000,-76.5927000,,,,1980,,,,,,,,,,,,,,,,
L100000316934,,oil and gas,,United States,41.9311019,-110.1310395,,,,1975,,,,,,,,,,,,,,,,
L100000314097,,gas,,Myanmar,16.9419000,93.8467000,,,,2015,,,,,,,,,,,,,,,,
L100001061872,,oil and gas,,Iran,30.1000000,50.3800000,,,,1974,,,,,,,,,,,,,,,,
L100000314072,,oil and gas,,Malaysia,6.0750000,114.3430000,,,,2007,,,,,,,,,,,,,,,,
L100000312008,,gas,,Iraq,30.0320000,48.0030000,,,,1968,,,,,,,,,,,,,,,,
L100000308996,,oil and gas,,Canada,51.3480000,-110.2660000,,,,1950,,,,,,,,,,,,,,,,
L100000316896,,oil and gas,,United States,41.8634483,-107.9880474,,,,1976,,,,,,,,,,,,,,,,
L100000316987,,oil and gas,,United States,41.8558000,-107.9846000,,,,1976,,,,,,,,,,,,,,,,
L100000317012,,oil and gas,,United States,41.8575000,-107.9971000,,,,1976,,,,,,,,,,,,,,,,
L100001061749,,oil and gas,,Nigeria,,,,,,,,,,,,,,,,,,,,,,
L100000312355,,oil,,Russia,59.2828000,56.9748000,,,,1985,,,,,,,,,,,,,,,,
L100000314446,,gas,,United States,32.5635000,-93.2924000,,,,1936,,,,,,,,,,,,,,,,
L100000317746,,gas,,United States,32.4286000,-93.3005000,,,,1936,,,,,,,,,,,,,,,,
L100000316380,,oil and gas,,United States,32.5169000,-93.2648000,,,,1936,,,,,,,,,,,,,,,,
L100000312886,,oil and gas,,Indonesia,-6.5994000,113.0188000,,,,,,,,,,,,,,,,,,,,
L100000300594,,gas,,Germany,52.6741000,8.9790000,,,,1963,,,,,,,,,,,,,,,,
L100000300595,,gas,,Germany,,,,,,1963,,,,,,,,,,,,,,,,
L100000317380,,oil and gas,,Argentina,-38.7420000,-68.9460000,,,,,,,,,,,,,,,,,,,,
L100000317381,,oil and gas,,Argentina,-38.0980000,-69.2830000,,,,,,,,,,,,,,,,,,,,
L100000317382,,oil and gas,,Argentina,-22.6200000,-63.8870000,,,,,,,,,,,,,,,,,,,,
L100000311866,,gas,,Canada,58.7640000,-121.3060000,,,,1965,,,,,,,,,,,,,,,,
L100000319696,,oil and gas,,Canada,58.7640000,-121.3060000,,,,,,,,,,,,,,,,,,,,
L100000317383,,oil and gas,,Argentina,-38.5240000,-68.4300000,,,,,,,,,,,,,,,,,,,,
L100000304555,,oil and gas,,Norway,58.2845000,2.0700000,,,,1982,,,,,,,,,,,,,,,,
L100000302282,,oil and gas,,Mexico,19.4251000,-92.0655000,,,,2002,,,,,,,,,,,,,,,,
L100000319749,,oil,,Syria,35.2178000,40.7466000,,,,1989,,,,,,,,,,,,,,,,
L100000311867,,gas,,Canada,57.2370000,-123.0140000,,,,1974,,,,,,,,,,,,,,,,
L100000313914,,oil and gas,,Netherlands,54.4180000,2.7880000,,,,2020,,,,,,,,,,,,,,,,
L100000316951,,oil and gas,,United States,41.3052000,-104.5894000,,,,1981,,,,,,,,,,,,,,,,
L100000311869,,oil and gas,,Canada,56.6300000,-121.1690000,,,,1972,,,,,,,,,,,,,,,,
L100000319285,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000313748,,oil,,Canada,53.1730000,-109.9720000,,,,1951,,,,,,,,,,,,,,,,
L100000313750,,oil,,Canada,53.1730000,-109.9720000,,,,1968,,,,,,,,,,,,,,,,
L100000311868,,oil and gas,,Canada,57.5710000,-121.3430000,,,,1960,,,,,,,,,,,,,,,,
L100000313751,,oil,,Canada,49.2370000,-101.7270000,,,,1994,,,,,,,,,,,,,,,,
L100000313752,,oil,,Canada,49.2580000,-101.7880000,,,,1956,,,,,,,,,,,,,,,,
L100000313754,,oil,,Canada,49.2810000,-101.8150000,,,,1996,,,,,,,,,,,,,,,,
L100000305223,,oil,,Venezuela,8.3453000,-70.0652000,,,,1948,,,,,,,,,,,,,,,,
L100000311630,,oil and gas,,Egypt,32.2040000,30.3840000,,,,1999,,,,,,,,,,,,,,,,
L100000309000,,oil and gas,,Canada,54.4010000,-117.8030000,,,,1958,,,,,,,,,,,,,,,,
L100000312009,,oil and gas,,Iraq,36.6987000,43.3396000,,,,2011,,,,,,,,,,,,,,,,
L100000316037,,oil and gas,,United States,32.5490000,-92.7272000,,,,1955,,,,,,,,,,,,,,,,
L100000316449,,oil and gas,,United States,32.5522000,-92.7557000,,,,1955,,,,,,,,,,,,,,,,
L100000312551,,oil and gas,,Oman,20.3293000,56.0697000,,,,1985,,,,,,,,,,,,,,,,
L100000320834,,gas,,Indonesia,-0.6405000,100.9018000,,,,2014,,,,,,,,,,,,,,,,
L100000302493,,oil and gas,,Mexico,18.9459000,-92.6723000,,,,1992,,,,,,,,,,,,,,,,
L100000301862,,gas,,Romania,,,,,,1912,,,,,,,,,,,,,,,,
L100000309002,,oil and gas,,Canada,55.3310000,-119.7900000,,,,1977,,,,,,,,,,,,,,,,
L100000305224,,oil,,Venezuela,8.2795000,-70.0658000,,,,1953,,,,,,,,,,,,,,,,
L100000320733,,oil and gas,,Venezuela,8.3792000,-64.9592000,,,,,,,,,,,,,,,,,,,,
L100000302198,,oil and gas,,United Kingdom,50.9148000,-0.7397000,,,,1989,,,,,,,,,,,,,,,,
L100000304740,,oil and gas,,Ecuador,0.1516000,-76.2948000,,,,1990,,,,,,,,,,,,,,,,
L100000302307,,oil and gas,,Mexico,18.3855000,-92.8712000,,,,2012,,,,,,,,,,,,,,,,
L100000301828,,oil and gas,,Romania,44.2440000,28.2480000,,,,1988,,,,,,,,,,,,,,,,
L100000320735,,oil and gas,,Venezuela,8.7337000,-62.9185000,,,,,,,,,,,,,,,,,,,,
L100000305141,,oil and gas,,Thailand,17.0890000,102.6920000,,,,1983,,,,,,,,,,,,,,,,
L100000311870,,oil and gas,,Canada,56.5010000,-120.4400000,,,,1959,,,,,,,,,,,,,,,,
L100000305159,,oil and gas,,Thailand,16.8160000,99.9630000,,,,1981,,,,,,,,,,,,,,,,
L100000304912,,oil and gas,,Denmark,56.4941000,4.9592000,,,,,,,,,,,,,,,,,,,,
L100000319174,,oil,,Iran,25.7463000,54.2086000,,,,1972,,,,,,,,,,,,,,,,
L100000312244,,oil,,Iran,25.7463000,54.2086000,,,,1972,,,,,,,,,,,,,,,,
L100000319175,,oil,,Iran,25.7463000,54.2086000,,,,1972,,,,,,,,,,,,,,,,
L100000312206,,oil and gas,,Iran,25.7510000,54.6320000,,,,1972,,,,,,,,,,,,,,,,
L100000312859,,oil,,Indonesia,-0.9280000,117.7120000,,,,1989,,,,,,,,,,,,,,,,
L100000317444,,oil and gas,,Egypt,,,,,,,,,,,,,,,,,,,,,,
L100000323131,,oil and gas,,United States,47.8175000,-103.0575000,,,,,,,,,,,,,,,,,,,,
L100000323060,,oil and gas,,United States,47.8174000,-103.2235000,,,,,,,,,,,,,,,,,,,,
L100000322978,,oil and gas,,United States,47.8680000,-103.2315000,,,,,,,,,,,,,,,,,,,,
L100000323001,,oil and gas,,United States,47.8167000,-103.2201000,,,,,,,,,,,,,,,,,,,,
L100000322962,,oil and gas,,United States,47.8131000,-103.1660000,,,,,,,,,,,,,,,,,,,,
L100000319763,,oil and gas,,Egypt,,,,,,,,,,,,,,,,,,,,,,
L100000304539,,oil and gas,,Norway,65.7368000,7.5981000,,,,1998,,,,,,,,,,,,,,,,
L100000317558,,gas,,Ukraine,49.6270000,34.7560000,,,,,,,,,,,,,,,,,,,,
L100000302200,,oil and gas,,United Kingdom,53.4325000,1.8757000,,,,1995,,,,,,,,,,,,,,,,
L100000313755,,oil,,Canada,49.2960000,-104.2650000,,,,1993,,,,,,,,,,,,,,,,
L100000304558,,oil and gas,,Norway,59.5974000,2.6428000,,,,1990,,,,,,,,,,,,,,,,
L100000304913,,oil and gas,,Denmark,55.5341000,4.9049000,,,,1977,,,,,,,,,,,,,,,,
L100000304584,,oil and gas,,Norway,59.7886000,2.2161000,,,,2010,,,,,,,,,,,,,,,,
L100000317104,,oil and gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000304572,,oil and gas,,Norway,66.1904000,8.2443000,,,,2008,,,,,,,,,,,,,,,,
L100000312573,,oil and gas,,Russia,51.6664000,52.8281000,,,,2011,,,,,,,,,,,,,,,,
L100000313907,,oil and gas,,Norway,65.4966000,7.4868000,,,,2020,,,,,,,,,,,,,,,,
L100000322077,,oil and gas,,United States,33.4762000,-102.4931000,,,,1937,,,,,,,,,,,,,,,,
L100000309005,,oil and gas,,Canada,56.2770000,-116.0930000,,,,1976,,,,,,,,,,,,,,,,
L100000301629,,oil and gas,,Poland,53.8968000,15.6923000,,,,,,,,,,,,,,,,,,,,
L100000304516,,oil and gas,,Norway,58.3859000,1.9261000,,,,1981,,,,,,,,,,,,,,,,
L100000304506,,oil and gas,,Norway,58.4476000,1.7239000,,,,1974,,,,,,,,,,,,,,,,
L100000314165,,oil and gas,,United States,32.4588000,-93.5553000,,,,1922,,,,,,,,,,,,,,,,
L100000315035,,oil and gas,,United States,32.4892000,-93.5462000,,,,1922,,,,,,,,,,,,,,,,
L100000315226,,gas,,United States,32.4573000,-93.5976000,,,,1922,,,,,,,,,,,,,,,,
L100001082003,,gas,,United States,32.4800000,-93.5600000,,,,,,,,,,,,,,,,,,,,
L100000317748,,gas,,United States,32.4800000,-93.5600000,,,,1922,,,,,,,,,,,,,,,,
L100000316837,,oil and gas,,United States,32.4911000,-93.5669000,,,,1922,,,,,,,,,,,,,,,,
L100000314206,,oil and gas,,United States,28.6234000,-92.0850000,,,,1963,,,,,,,,,,,,,,,,
L100000314519,,oil and gas,,United States,28.6310000,-92.1175000,,,,1963,,,,,,,,,,,,,,,,
L100000314855,,oil and gas,,United States,28.4895000,-92.0405000,,,,1971,,,,,,,,,,,,,,,,
L100000315282,,oil and gas,,United States,29.2000000,-91.9990000,,,,1973,,,,,,,,,,,,,,,,
L100000313757,,oil,,Canada,51.6280000,-109.5150000,,,,1953,,,,,,,,,,,,,,,,
L100000309007,,gas,,Canada,49.3600000,-111.4910000,,,,1947,,,,,,,,,,,,,,,,
L100000309008,,oil and gas,,Canada,54.0500000,-118.2270000,,,,1980,,,,,,,,,,,,,,,,
L100000316972,,oil and gas,,United States,43.2697000,-105.9099000,,,,,,,,,,,,,,,,,,,,
L100000309659,,oil and gas,,Australia,-38.2006000,147.9557000,,,,1968,,,,,,,,,,,,,,,,
L100000309009,,oil and gas,,Canada,55.0780000,-116.6290000,,,,1962,,,,,,,,,,,,,,,,
L100000313083,,oil and gas,,Guyana,7.977685687378003,-56.94187184445675,,,,2017,,,,,,,,,,,,,,,,
L100000301431,,oil and gas,,Norway,71.6014000,21.0967000,,,,1984,,,,,,,,,,,,,,,,
L100000304505,,oil and gas,,Norway,61.4891000,2.1710000,,,,1979,,,,,,,,,,,,,,,,
L100000317187,,oil and gas,,Kazakhstan,45.8787000,53.3095000,,,,1960,,,,,,,,,,,,,,,,
L100000320431,,oil and gas,,Venezuela,,,,,,1940,,,,,,,,,,,,,,,,
L100000313758,,oil,,Canada,53.0100000,-109.3930000,,,,1978,,,,,,,,,,,,,,,,
L100000300601,,gas,,Germany,53.0725000,9.6130000,,,,1980,,,,,,,,,,,,,,,,
L100000319156,,oil,,Iran,32.0170000,47.7821000,,,,2012,,,,,,,,,,,,,,,,
L100000311230,,oil and gas,,Nigeria,4.6711000,6.6344000,,,,,,,,,,,,,,,,,,,,
L100000302201,,oil and gas,,United Kingdom,60.0513000,-3.9545000,,,,1992,,,,,,,,,,,,,,,,
L100000301829,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000302495,,oil and gas,,Mexico,20.9203000,-97.7663000,,,,1943,,,,,,,,,,,,,,,,
L100000310838,,gas,,Australia,,,,,,1973,,,,,,,,,,,,,,,,
L100000302202,,oil and gas,,United Kingdom,58.0044000,-0.8669000,,,,2001,,,,,,,,,,,,,,,,
L100000317541,,gas,,Ukraine,49.9890000,34.4970000,,,,,,,,,,,,,,,,,,,,
L100000304914,,oil and gas,,Denmark,56.1454000,4.3007000,,,,2010,,,,,,,,,,,,,,,,
L100000301432,,oil and gas,,Norway,58.6815000,2.2240000,,,,2013,,,,,,,,,,,,,,,,
L100000318242,,gas,,United Kingdom,53.6694000,1.0979000,,,,1969,,,,,,,,,,,,,,,,
L100000311231,,gas,,Nigeria,5.4970000,4.8190000,,,,,,,,,,,,,,,,,,,,
L100000321360,,oil,,China,45.8788860,124.9226440,,,,,,,,,,,,,,,,,,,,
L100000321370,,gas,,China,44.6103530,124.0922550,,,,2007,,,,,,,,,,,,,,,,
L100000313133,,gas,,Tanzania,-8.5031000,39.4714000,,,,1974,,,,,,,,,,,,,,,,
L100000315746,,oil and gas,,United States,28.5630000,-88.2370000,,,,2012,,,,,,,,,,,,,,,,
L100000312442,,oil,,Russia,52.5836000,53.2319000,,,,1962,,,,,,,,,,,,,,,,
L100000312215,,oil,,Iran,29.0470000,49.5161000,,,,1962,,,,,,,,,,,,,,,,
L100000321172,,oil and gas,,Russia,59.8339000,71.2489000,,,,2002,,,,,,,,,,,,,,,,
L100000321173,,oil and gas,,Russia,59.8339000,71.2489000,,,,2002,,,,,,,,,,,,,,,,
L100000305205,,oil,,Venezuela,9.2155000,-64.2588000,,,,1949,,,,,,,,,,,,,,,,
L100000313759,,oil,,Canada,49.0750000,-101.8980000,,,,1965,,,,,,,,,,,,,,,,
L100000311586,,oil,,Canada,49.4790000,-100.3810000,,,,1962,,,,,,,,,,,,,,,,
L100000309014,,oil and gas,,Canada,58.8200000,-118.3150000,,,,1964,,,,,,,,,,,,,,,,
L100000304916,,oil and gas,,Denmark,56.0622000,4.2534000,,,,,,,,,,,,,,,,,,,,
L100000305075,,oil and gas,,Thailand,,,,,,,,,,,,,,,,,,,,,,
L100000302203,,oil and gas,,United Kingdom,61.1011000,1.0304000,,,,1972,,,,,,,,,,,,,,,,
L100000321075,,oil and gas,,Uzbekistan,39.2203325,64.6665760,,,,1979,,,,,,,,,,,,,,,,
L100000320410,,gas,,Australia,-29.4700000,115.3200000,,,,2023,,,,,,,,,,,,,,,,
L100000313761,,oil,,Canada,49.8940000,-102.4080000,,,,1961,,,,,,,,,,,,,,,,
L100000323261,,oil and gas,,United States,47.6532000,-102.5190000,,,,,,,,,,,,,,,,,,,,
L100000319113,,gas,,Saudi Arabia,23.1897000,48.5299000,,,,,,,,,,,,,,,,,,,,
L100000305081,,oil and gas,,Thailand,,,,,,1989,,,,,,,,,,,,,,,,
L100000318346,,oil and gas,,Turkmenistan,,,,,,2003,,,,,,,,,,,,,,,,
L100000302204,,oil and gas,,United Kingdom,53.3080000,-0.8121000,,,,1960,,,,,,,,,,,,,,,,
L100000317490,,oil and gas,,Kenya,2.4120000,35.6620000,,,,2012,,,,,,,,,,,,,,,,
L100000312420,,oil,,Kuwait,29.1178000,47.9325000,,,,1984,,,,,,,,,,,,,,,,
L100000320060,,oil and gas,,Canada,46.6749000,-48.4864000,,,,2024,,,,,,,,,,,,,,,,
L100000302205,,oil and gas,,United Kingdom,53.8691000,-3.5967000,,,,1974,,,,,,,,,,,,,,,,
L100000305090,,oil and gas,,Thailand,9.1900000,101.7990000,,,,,,,,,,,,,,,,,,,,
L100000312250,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312251,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312252,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312253,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312254,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312255,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312256,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312245,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312257,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312258,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312246,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312247,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312248,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000312249,,gas,,Iran,26.8614000,52.1813000,,,,1990,,,,,,,,,,,,,,,,
L100000315393,,oil and gas,,United States,29.1223000,-89.3264000,,,,1950,,,,,,,,,,,,,,,,
L100000316425,,oil and gas,,United States,29.0959000,-89.2815000,,,,1950,,,,,,,,,,,,,,,,
L100000316690,,oil and gas,,United States,29.0408000,-89.2819000,,,,1950,,,,,,,,,,,,,,,,
L100000302206,,oil and gas,,United Kingdom,53.1868000,2.8266000,,,,1970,,,,,,,,,,,,,,,,
L100000312899,,gas,,Indonesia,-2.0357000,117.8663000,,,,2009,,,,,,,,,,,,,,,,
L100000320256,,oil,,Egypt,28.8390000,33.1938000,,,,2019,,,,,,,,,,,,,,,,
L100000313762,,oil,,Canada,50.3770000,-108.1040000,,,,1953,,,,,,,,,,,,,,,,
L100000323181,,oil and gas,,United States,47.7951000,-103.3584000,,,,,,,,,,,,,,,,,,,,
L100000323074,,oil and gas,,United States,47.7951000,-103.3584000,,,,,,,,,,,,,,,,,,,,
L100000305105,,oil and gas,,Thailand,,,,,,,,,,,,,,,,,,,,,,
L100000312399,,oil and gas,,Kuwait,28.4473000,47.8621000,,,,1962,,,,,,,,,,,,,,,,
