Unit ID,,Fuel type,,Country/Area,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,
L100000317251,,oil and gas,,Argentina,-38.2200000,-68.1090000,,,,,,,,,,,,,,,,,,,,
L100000308340,,gas,,Canada,55.9100000,-110.8480000,,,,1970,,,,,,,,,,,,,,,,
L100000310616,,oil and gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000310617,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000310618,,oil and gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000310619,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000308342,,gas,,Canada,54.2140000,-110.4630000,,,,1963,,,,,,,,,,,,,,,,
L100000322957,,oil and gas,,United States,48.0825000,-102.8862000,,,,,,,,,,,,,,,,,,,,
L100000319031,,oil,,Russia,60.9236000,77.3529000,,,,2021,,,,,,,,,,,,,,,,
L100000308346,,oil and gas,,Canada,52.7530000,-110.0780000,,,,1952,,,,,,,,,,,,,,,,
L100000308347,,oil and gas,,Canada,52.6590000,-110.2270000,,,,1952,,,,,,,,,,,,,,,,
L100000312931,,oil,,Azerbaijan,40.3323000,49.7687000,,,,,,,,,,,,,,,,,,,,
L100000319006,,oil and gas,,Russia,60.2490000,112.2820000,,,,1983,,,,,,,,,,,,,,,,
L100000312042,,oil and gas,,Russia,60.2490000,112.2820000,,,,1983,,,,,,,,,,,,,,,,
L100000321102,,oil and gas,,Russia,52.5278000,143.3925000,,,,,,,,,,,,,,,,,,,,
L100000312452,,oil and gas,,Russia,52.4169000,143.4683000,,,,1979,,,,,,,,,,,,,,,,
L100000313140,,oil and gas,,Tanzania,-10.1931000,40.5380000,,,,2011,,,,,,,,,,,,,,,,
L100000308348,,oil and gas,,Canada,52.1830000,-114.9500000,,,,1967,,,,,,,,,,,,,,,,
L100000302339,,oil and gas,,Mexico,19.1241000,-92.2435000,,,,,,,,,,,,,,,,,,,,
L100000318358,,oil and gas,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,
L100001081993,,gas,,United States,31.9400000,-93.4600000,,,,,,,,,,,,,,,,,,,,
L100001082002,,gas,,United States,31.9400000,-93.4600000,,,,,,,,,,,,,,,,,,,,
L100000317739,,gas,,United States,31.9607000,-93.4300000,,,,1965,,,,,,,,,,,,,,,,
L100001081973,,gas,,United States,31.9400000,-93.4600000,,,,,,,,,,,,,,,,,,,,
L100000315459,,gas,,United States,31.9247000,-93.4690000,,,,1965,,,,,,,,,,,,,,,,
L100000317740,,gas,,United States,31.9380000,-93.4544000,,,,1965,,,,,,,,,,,,,,,,
L100000316400,,gas,,United States,31.9454000,-93.4437000,,,,1965,,,,,,,,,,,,,,,,
L100000316588,,gas,,United States,31.9607000,-93.4266000,,,,1965,,,,,,,,,,,,,,,,
L100000302881,,oil and gas,,Colombia,3.9100000,-74.9000000,,,,1989,,,,,,,,,,,,,,,,
L100000320822,,oil,,China,38.4467000,118.4400000,,,,1988,,,,,,,,,,,,,,,,
L100000302352,,oil and gas,,Mexico,19.0012000,-92.1860000,,,,1997,,,,,,,,,,,,,,,,
L100000311287,,oil,,China,45.2096000,84.7789000,,,,1958,,,,,,,,,,,,,,,,
L100000312133,,oil and gas,,Russia,54.6169000,51.3317000,,,,,,,,,,,,,,,,,,,,
L100000308349,,oil and gas,,Canada,53.8380000,-114.7090000,,,,1963,,,,,,,,,,,,,,,,
L100000300117,,oil,,Brazil,-22.4720000,-40.4960000,,,,1978,,,,,,,,,,,,,,,,
L100000308350,,gas,,Canada,55.4210000,-112.9590000,,,,1974,,,,,,,,,,,,,,,,
L100000312197,,oil,,Iran,32.2969000,47.7746000,,,,1967,,,,,,,,,,,,,,,,
L100000310199,,oil and gas,,Australia,-20.4790000,113.9276000,,,,2010,,,,,,,,,,,,,,,,
L100000301946,,oil and gas,,United Kingdom,57.9573000,1.2249000,,,,1986,,,,,,,,,,,,,,,,
L100000312378,,oil,,Russia,56.2160000,55.3596000,,,,,,,,,,,,,,,,,,,,
L100000317406,,oil and gas,,United Kingdom,60.6990000,0.0849000,,,,1981,,,,,,,,,,,,,,,,
L100000313141,,oil and gas,,Tanzania,-8.3694000,40.1126000,,,,2010,,,,,,,,,,,,,,,,
L100000302587,,oil and gas,,Mexico,17.5675000,-93.3999000,,,,1978,,,,,,,,,,,,,,,,
L100000302882,,oil and gas,,Colombia,3.8940000,-73.6660000,,,,1965,,,,,,,,,,,,,,,,
L100000302883,,oil and gas,,Colombia,3.8940000,-73.6660000,,,,1965,,,,,,,,,,,,,,,,
L100000302884,,oil and gas,,Colombia,3.8940000,-73.6660000,,,,1969,,,,,,,,,,,,,,,,
L100000308353,,oil and gas,,Canada,54.3040000,-116.3640000,,,,1959,,,,,,,,,,,,,,,,
L100000308354,,oil and gas,,Canada,52.6320000,-113.5810000,,,,1952,,,,,,,,,,,,,,,,
L100000317253,,oil and gas,,Argentina,-36.9980000,-69.5870000,,,,,,,,,,,,,,,,,,,,
L100000317254,,oil and gas,,Argentina,-37.0330000,-69.5780000,,,,,,,,,,,,,,,,,,,,
L100000317255,,oil and gas,,Argentina,-37.0660000,-69.5890000,,,,,,,,,,,,,,,,,,,,
L100000317256,,oil and gas,,Argentina,-37.3170000,-69.3170000,,,,,,,,,,,,,,,,,,,,
L100000312232,,oil,,Iran,30.0256000,50.9532000,,,,1974,,,,,,,,,,,,,,,,
L100000305189,,oil,,Venezuela,9.0312000,-64.2996000,,,,1948,,,,,,,,,,,,,,,,
L100000322986,,oil and gas,,United States,47.4523000,-102.8044000,,,,,,,,,,,,,,,,,,,,
L100000323065,,oil and gas,,United States,47.4600000,-102.7480000,,,,,,,,,,,,,,,,,,,,
L100000314087,,oil and gas,,Vietnam,7.1290000,108.4850000,,,,2006,,,,,,,,,,,,,,,,
L100000305066,,oil,,Guatemala,16.0360000,-90.3170000,,,,,,,,,,,,,,,,,,,,
L100000312693,,oil and gas,,Kazakhstan,51.6626000,52.3535000,,,,1991,,,,,,,,,,,,,,,,
L100000308358,,oil and gas,,Canada,57.4240000,-119.1980000,,,,1973,,,,,,,,,,,,,,,,
L100000311732,,oil and gas,,Canada,57.3490000,-120.1330000,,,,1973,,,,,,,,,,,,,,,,
L100000302312,,oil and gas,,Mexico,18.1948000,-93.3939000,,,,,,,,,,,,,,,,,,,,
L100000308357,,oil and gas,,Canada,49.5880000,-111.8220000,,,,1960,,,,,,,,,,,,,,,,
L100000308361,,gas,,Canada,54.5970000,-119.8660000,,,,1994,,,,,,,,,,,,,,,,
L100000315743,,oil and gas,,United States,26.5200000,-90.5325000,,,,2003,,,,,,,,,,,,,,,,
L100000302886,,oil and gas,,Colombia,6.9300000,-71.1800000,,,,,,,,,,,,,,,,,,,,
L100000317039,,oil and gas,,Azerbaijan,40.2197000,51.0977000,,,,1985,,,,,,,,,,,,,,,,
L100000302888,,oil,,Colombia,4.4880000,-72.6700000,,,,,,,,,,,,,,,,,,,,
L100000319220,,oil and gas,,United States,36.0453000,-97.9790000,,,,,,,,,,,,,,,,,,,,
L100000321147,,oil,,Angola,-6.1587000,11.1561000,,,,2009,,,,,,,,,,,,,,,,
L100000301947,,oil and gas,,United Kingdom,53.9406000,2.7278000,,,,1984,,,,,,,,,,,,,,,,
L100000312760,,oil and gas,,Angola,-6.3074000,11.0504000,,,,1999,,,,,,,,,,,,,,,,
L100000305076,,oil and gas,,Thailand,9.6320000,101.1580000,,,,,,,,,,,,,,,,,,,,
L100000315758,,oil and gas,,United States,32.5616000,-92.5629000,,,,1946,,,,,,,,,,,,,,,,
L100000316376,,oil and gas,,United States,32.5570000,-92.5590000,,,,1946,,,,,,,,,,,,,,,,
L100000319572,,oil and gas,,Tunisia,31.0337000,9.4235000,,,,,,,,,,,,,,,,,,,,
L100000313965,,gas,,China,31.1036000,103.9513000,,,,2014,,,,,,,,,,,,,,,,
L100000302889,,oil and gas,,Colombia,11.7280000,-72.7990000,,,,1973,,,,,,,,,,,,,,,,
L100000302340,,oil and gas,,Mexico,19.1649000,-92.2903000,,,,1982,,,,,,,,,,,,,,,,
L100000320854,,oil and gas,,Mexico,18.0057000,-93.6217000,,,,,,,,,,,,,,,,,,,,
L100000302353,,oil and gas,,Mexico,18.9567000,-92.2637000,,,,2003,,,,,,,,,,,,,,,,
L100000302890,,oil and gas,,Colombia,8.1610000,-73.5160000,,,,,,,,,,,,,,,,,,,,
L100000318961,,oil,,China,46.1800000,85.9700000,,,,2011,,,,,,,,,,,,,,,,
L100000310857,,oil and gas,,China,45.0135000,84.7013000,,,,2005,,,,,,,,,,,,,,,,
L100000317562,,oil and gas,,China,28.3330000,124.9110000,,,,1995,,,,,,,,,,,,,,,,
L100000316928,,oil and gas,,United States,41.4798148,-110.0796981,,,,1956,,,,,,,,,,,,,,,,
L100000317021,,oil and gas,,United States,41.4342152,-110.0442513,,,,1956,,,,,,,,,,,,,,,,
L100000302891,,oil and gas,,Colombia,0.5160000,-77.1660000,,,,1968,,,,,,,,,,,,,,,,
L100000312495,,oil and gas,,Russia,57.2694000,53.5596000,,,,1962,,,,,,,,,,,,,,,,
L100000320855,,oil and gas,,Mexico,18.2440000,-93.0564000,,,,,,,,,,,,,,,,,,,,
L100000302305,,oil and gas,,Mexico,18.2292000,-93.0943000,,,,,,,,,,,,,,,,,,,,
L100000302893,,oil and gas,,Colombia,9.2060000,-74.5690000,,,,,,,,,,,,,,,,,,,,
L100000301464,,gas,,Poland,51.3014000,22.5802000,,,,1988,,,,,,,,,,,,,,,,
L100000319255,,oil and gas,,United States,35.8079000,-98.3818000,,,,,,,,,,,,,,,,,,,,
L100000319189,,oil and gas,,United States,35.5879000,-98.1360000,,,,,,,,,,,,,,,,,,,,
L100000319308,,oil and gas,,United States,35.8335000,-98.1145000,,,,,,,,,,,,,,,,,,,,
L100000302323,,oil and gas,,Mexico,18.1806000,-94.0071000,,,,1960,,,,,,,,,,,,,,,,
L100000316955,,oil and gas,,United States,43.5276000,-109.0504000,,,,1923,,,,,,,,,,,,,,,,
L100000319293,,oil and gas,,United States,35.8546000,-98.4782000,,,,,,,,,,,,,,,,,,,,
L100000319188,,oil and gas,,United States,35.4816000,-97.8987000,,,,,,,,,,,,,,,,,,,,
L100000319241,,oil and gas,,United States,35.6683000,-98.8087000,,,,,,,,,,,,,,,,,,,,
L100000319191,,oil and gas,,United States,35.2582000,-97.8004000,,,,,,,,,,,,,,,,,,,,
L100000301948,,oil and gas,,United Kingdom,61.1409000,0.7912000,,,,2010,,,,,,,,,,,,,,,,
L100000314323,,oil and gas,,United States,28.1460000,-89.8540000,,,,2015,,,,,,,,,,,,,,,,
L100000301949,,oil and gas,,United Kingdom,60.6757000,-2.5593000,,,,1977,,,,,,,,,,,,,,,,
L100000301950,,oil and gas,,United Kingdom,60.6757000,-2.5593000,,,,1977,,,,,,,,,,,,,,,,
L100000317401,,oil and gas,,United Kingdom,60.6668000,-2.7830000,,,,1977,,,,,,,,,,,,,,,,
L100000301951,,oil and gas,,United Kingdom,57.2295000,0.6408000,,,,1999,,,,,,,,,,,,,,,,
L100000304589,,oil and gas,,Italy,43.8021000,14.2033000,,,,,,,,,,,,,,,,,,,,
L100000301728,,oil and gas,,Romania,44.2970000,30.2620000,,,,,,,,,,,,,,,,,,,,
L100000308366,,oil and gas,,Canada,50.0780000,-113.3890000,,,,1967,,,,,,,,,,,,,,,,
L100000302895,,gas,,Colombia,8.7370000,-75.3290000,,,,,,,,,,,,,,,,,,,,
L100000302896,,gas,,Colombia,8.7370000,-75.3290000,,,,,,,,,,,,,,,,,,,,
L100000311734,,gas,,Canada,58.6980000,-122.5850000,,,,1957,,,,,,,,,,,,,,,,
L100000323080,,oil and gas,,United States,47.9187000,-102.7669000,,,,,,,,,,,,,,,,,,,,
L100000301952,,oil and gas,,United Kingdom,58.4565000,-0.2486000,,,,1974,,,,,,,,,,,,,,,,
L100000323101,,oil and gas,,United States,47.9299000,-102.9442000,,,,,,,,,,,,,,,,,,,,
L100000319295,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000308371,,gas,,Canada,52.0610000,-115.7010000,,,,1980,,,,,,,,,,,,,,,,
L100000310620,,gas,,Australia,-26.3455435,149.4306000,,,,,,,,,,,,,,,,,,,,
L100000315753,,oil and gas,,United States,27.6680000,-90.1640000,,,,2005,,,,,,,,,,,,,,,,
L100000301954,,oil and gas,,United Kingdom,53.4547000,1.7346000,,,,1983,,,,,,,,,,,,,,,,
L100000301955,,oil and gas,,United Kingdom,53.4055000,1.7657000,,,,1983,,,,,,,,,,,,,,,,
L100000308372,,oil and gas,,Canada,52.4100000,-113.4030000,,,,1951,,,,,,,,,,,,,,,,
L100000317091,,oil and gas,,Angola,-6.3709000,10.9889000,,,,2003,,,,,,,,,,,,,,,,
L100000311019,,oil and gas,,Nigeria,4.8633000,5.6844000,,,,,,,,,,,,,,,,,,,,
L100000317475,,oil,,Angola,-7.4145000,11.5811000,,,,,,,,,,,,,,,,,,,,
L100000316432,,oil and gas,,United States,29.4700000,-90.2451000,,,,1951,,,,,,,,,,,,,,,,
L100000321271,,oil and gas,,India,16.2820000,82.2070000,,,,,,,,,,,,,,,,,,,,
L100000321269,,oil and gas,,India,16.2820000,82.2070000,,,,2014,,,,,,,,,,,,,,,,
L100000317007,,oil and gas,,United States,41.4518000,-107.8503000,,,,1977,,,,,,,,,,,,,,,,
L100001082408,,oil and gas,,United States,36.2356593,-120.3710883,,,,,,,,,,,,,,,,,,,,
L100000322283,,oil and gas,,United States,36.2329000,-120.3766000,,,,1887,,,,,,,,,,,,,,,,
L100001082399,,oil and gas,,United States,36.1760621,-120.3957581,,,,,,,,,,,,,,,,,,,,
L100000322269,,oil and gas,,United States,36.1767000,-120.3958000,,,,1887,,,,,,,,,,,,,,,,
L100000302423,,oil and gas,,Mexico,20.4430000,-97.5975000,,,,1967,,,,,,,,,,,,,,,,
L100000310099,,oil and gas,,Australia,-21.6564000,114.8573000,,,,1999,,,,,,,,,,,,,,,,
L100000301731,,gas,,Romania,44.4020000,30.4650000,,,,,,,,,,,,,,,,,,,,
L100000309658,,oil and gas,,Australia,,,,,,1968,,,,,,,,,,,,,,,,
L100000321122,,oil,,Angola,-7.0058000,12.3373000,,,,1990,,,,,,,,,,,,,,,,
L100000304612,,oil and gas,,Ecuador,-0.1662000,-76.5827000,,,,2011,,,,,,,,,,,,,,,,
L100000304613,,oil and gas,,Ecuador,-0.4541000,-77.0459000,,,,1970,,,,,,,,,,,,,,,,
L100001061472,,gas,,Trinidad and Tobago,10.0356466,-60.4425814,,,,2005,,,,,,,,,,,,,,,,
L100000320699,,gas,,Venezuela,9.9740000,-60.2949000,,,,1983,,,,,,,,,,,,,,,,
L100000300920,,oil and gas,,Netherlands,52.6520000,6.6750000,,,,1948,,,,,,,,,,,,,,,,
L100000319284,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319277,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319222,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319224,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319226,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000319318,,oil and gas,,United States,,,,,,,,,,,,,,,,,,,,,,
L100000321529,,oil and gas,,United States,32.9479000,-100.8849000,,,,,,,,,,,,,,,,,,,,
L100000315045,,oil and gas,,United States,28.7918000,-89.0558000,,,,1975,,,,,,,,,,,,,,,,
L100000302899,,oil and gas,,Colombia,0.3495000,-76.4948000,,,,,,,,,,,,,,,,,,,,
L100000302898,,oil and gas,,Colombia,0.3860000,-76.5370000,,,,,,,,,,,,,,,,,,,,
L100000317258,,oil and gas,,Argentina,-38.3630000,-68.3570000,,,,,,,,,,,,,,,,,,,,
L100000317259,,oil and gas,,Argentina,-38.4110000,-68.4590000,,,,,,,,,,,,,,,,,,,,
L100000317257,,oil and gas,,Argentina,-45.7486000,-68.2739000,,,,,,,,,,,,,,,,,,,,
L100000301957,,oil and gas,,United Kingdom,53.3354000,-0.4248000,,,,1977,,,,,,,,,,,,,,,,
L100000308377,,oil and gas,,Canada,49.7820000,-114.4620000,,,,1969,,,,,,,,,,,,,,,,
L100000313295,,oil,,Canada,51.6760000,-109.2370000,,,,1951,,,,,,,,,,,,,,,,
L100000313297,,oil,,Canada,51.6440000,-109.1820000,,,,1983,,,,,,,,,,,,,,,,
L100000313301,,gas,,Canada,51.6480000,-109.3170000,,,,,,,,,,,,,,,,,,,,
L100000313299,,oil,,Canada,51.6440000,-109.1820000,,,,1983,,,,,,,,,,,,,,,,
L100000313298,,oil,,Canada,51.6440000,-109.1820000,,,,1985,,,,,,,,,,,,,,,,
L100000313302,,oil,,Canada,49.3970000,-103.8940000,,,,1983,,,,,,,,,,,,,,,,
L100000304720,,oil and gas,,Ecuador,,,,,,2011,,,,,,,,,,,,,,,,
L100000321530,,oil and gas,,United States,31.4408000,-103.4003000,,,,,,,,,,,,,,,,,,,,
L100000301958,,oil and gas,,United Kingdom,60.8293000,1.4390000,,,,,,,,,,,,,,,,,,,,
L100000314966,,oil and gas,,United States,40.7334000,-80.8684000,,,,,,,,,,,,,,,,,,,,
L100000308380,,oil and gas,,Canada,52.8940000,-116.1480000,,,,1979,,,,,,,,,,,,,,,,
L100000313115,,oil and gas,,United Kingdom,57.2379000,2.0874000,,,,2006,,,,,,,,,,,,,,,,
L100000312962,,oil and gas,,United States,70.3342000,-151.0309000,,,,1994,,,,,,,,,,,,,,,,
L100000310623,,gas,,Australia,-26.3455435,149.4306000,,,,,,,,,,,,,,,,,,,,
L100000310624,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000302538,,oil and gas,,Mexico,25.7549000,-98.6092000,,,,1960,,,,,,,,,,,,,,,,
L100000315949,,oil and gas,,United States,30.5158000,-91.0170000,,,,1981,,,,,,,,,,,,,,,,
L100000302424,,gas,,Mexico,17.7058000,-93.2930000,,,,1979,,,,,,,,,,,,,,,,
L100000310625,,gas,,Australia,-26.6621405,150.1014000,,,,,,,,,,,,,,,,,,,,
L100000310627,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000310628,,gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000304614,,oil and gas,,Ecuador,-0.2495000,-76.7229000,,,,2009,,,,,,,,,,,,,,,,
L100000317260,,oil and gas,,Argentina,-36.9540000,-69.5960000,,,,1995,,,,,,,,,,,,,,,,
L100000304617,,oil and gas,,Ecuador,,,,,,1994,,,,,,,,,,,,,,,,
L100000300126,,oil and gas,,Brazil,-22.5410000,-40.4010000,,,,1980,,,,,,,,,,,,,,,,
L100000308385,,oil and gas,,Canada,51.1720000,-112.0500000,,,,1904,,,,,,,,,,,,,,,,
L100000319288,,oil and gas,,United States,35.8071000,-99.9685000,,,,,,,,,,,,,,,,,,,,
L100000304618,,oil and gas,,Ecuador,-1.0062000,-76.9390000,,,,1972,,,,,,,,,,,,,,,,
L100000308386,,oil and gas,,Canada,49.4280000,-111.9050000,,,,1944,,,,,,,,,,,,,,,,
L100000301960,,oil and gas,,United Kingdom,61.4905000,1.4988000,,,,2011,,,,,,,,,,,,,,,,
L100000313303,,gas,,Canada,49.3640000,-109.6040000,,,,,,,,,,,,,,,,,,,,
L100000313304,,gas,,Canada,49.3640000,-109.6040000,,,,,,,,,,,,,,,,,,,,
L100000319182,,oil and gas,,United States,35.8093000,-98.4235000,,,,,,,,,,,,,,,,,,,,
L100000319260,,oil and gas,,United States,35.3489000,-98.3650000,,,,,,,,,,,,,,,,,,,,
L100000319195,,oil and gas,,United States,34.3955000,-97.4973000,,,,,,,,,,,,,,,,,,,,
L100000319187,,oil and gas,,United States,35.7189000,-98.7387000,,,,,,,,,,,,,,,,,,,,
L100000319231,,oil and gas,,United States,35.9027000,-98.8005000,,,,,,,,,,,,,,,,,,,,
L100000319184,,oil and gas,,United States,34.6543000,-97.5219000,,,,,,,,,,,,,,,,,,,,
L100000319181,,oil and gas,,United States,34.9699000,-97.7742000,,,,,,,,,,,,,,,,,,,,
L100000319185,,oil and gas,,United States,34.5574000,-97.6370000,,,,,,,,,,,,,,,,,,,,
L100000314419,,gas,,United States,31.8049000,-93.7596000,,,,1932,,,,,,,,,,,,,,,,
L100000322831,,gas,,United States,31.7600000,-93.7200000,,,,1932,,,,,,,,,,,,,,,,
L100000314765,,gas,,United States,31.7805000,-93.7709000,,,,1932,,,,,,,,,,,,,,,,
L100001081994,,gas,,United States,31.7600000,-93.7200000,,,,,,,,,,,,,,,,,,,,
L100000322824,,gas,,United States,31.7600000,-93.7200000,,,,1932,,,,,,,,,,,,,,,,
L100000315457,,gas,,United States,31.7475000,-93.6900000,,,,1932,,,,,,,,,,,,,,,,
L100000317640,,gas,,United States,31.7600000,-93.7200000,,,,1932,,,,,,,,,,,,,,,,
L100000316587,,gas,,United States,31.6456000,-93.7150000,,,,1932,,,,,,,,,,,,,,,,
L100000301961,,oil and gas,,United Kingdom,53.6277000,-3.6732000,,,,2009,,,,,,,,,,,,,,,,
L100000301962,,oil and gas,,United Kingdom,57.3644000,0.8225000,,,,1983,,,,,,,,,,,,,,,,
L100000313305,,oil,,Canada,50.1840000,-101.9110000,,,,1985,,,,,,,,,,,,,,,,
L100000302905,,oil,,Colombia,5.2690000,-71.3990000,,,,,,,,,,,,,,,,,,,,
L100000302903,,oil,,Colombia,5.1500000,-71.2210000,,,,,,,,,,,,,,,,,,,,
L100000320449,,oil and gas,,Venezuela,,,,,,1954,,,,,,,,,,,,,,,,
L100000301732,,gas,,Romania,,,,,,1912,,,,,,,,,,,,,,,,
L100000302910,,oil,,Colombia,4.3220000,-72.9820000,,,,,,,,,,,,,,,,,,,,
L100000310906,,gas,,Trinidad and Tobago,10.0780000,-60.2220000,,,,1996,,,,,,,,,,,,,,,,
L100000302912,,oil and gas,,Colombia,7.2640000,-73.5130000,,,,,,,,,,,,,,,,,,,,
L100000302913,,oil and gas,,Colombia,4.3940000,-72.9260000,,,,,,,,,,,,,,,,,,,,
L100000302914,,oil and gas,,Colombia,4.4160000,-72.9290000,,,,,,,,,,,,,,,,,,,,
L100000302916,,oil and gas,,Colombia,4.4200000,-72.9030000,,,,,,,,,,,,,,,,,,,,
L100000302917,,oil and gas,,Colombia,5.1490000,-71.1480000,,,,,,,,,,,,,,,,,,,,
L100000302549,,gas,,Mexico,27.1925000,-99.4652000,,,,,,,,,,,,,,,,,,,,
L100000301963,,oil and gas,,United Kingdom,61.2586000,1.2232000,,,,2012,,,,,,,,,,,,,,,,
L100000301964,,oil and gas,,United Kingdom,61.2071000,1.1392000,,,,1974,,,,,,,,,,,,,,,,
L100000313307,,oil,,Canada,49.9100000,-102.9360000,,,,1996,,,,,,,,,,,,,,,,
L100000302918,,oil and gas,,Colombia,5.1490000,-71.1480000,,,,,,,,,,,,,,,,,,,,
L100000305170,,oil,,Venezuela,10.1429000,-62.4758000,,,,1998,,,,,,,,,,,,,,,,
L100000319565,,oil and gas,,United States,,,,,,2013,,,,,,,,,,,,,,,,
L100000322959,,oil and gas,,United States,47.5313000,-102.7512000,,,,,,,,,,,,,,,,,,,,
L100000323066,,oil and gas,,United States,47.5145000,-102.8564000,,,,,,,,,,,,,,,,,,,,
L100000302919,,oil and gas,,Colombia,5.7880000,-72.8810000,,,,,,,,,,,,,,,,,,,,
L100000302363,,oil and gas,,Mexico,20.5359000,-97.5270000,,,,1930,,,,,,,,,,,,,,,,
L100000300628,,oil and gas,,Ireland,54.3290000,-11.0630000,,,,1996,,,,,,,,,,,,,,,,
L100000301965,,oil and gas,,United Kingdom,53.4245000,-0.6547000,,,,1958,,,,,,,,,,,,,,,,
L100000301733,,oil and gas,,Romania,46.6090000,24.6970000,,,,,,,,,,,,,,,,,,,,
L100000313308,,oil,,Canada,52.1700000,-109.9720000,,,,1972,,,,,,,,,,,,,,,,
L100000313005,,oil and gas,,United States,59.8710000,-151.8583000,,,,1967,,,,,,,,,,,,,,,,
L100000302921,,oil and gas,,Colombia,0.9980000,-76.6340000,,,,,,,,,,,,,,,,,,,,
L100000302298,,oil and gas,,Mexico,18.6317000,-92.5097000,,,,1955,,,,,,,,,,,,,,,,
L100000315942,,oil and gas,,United States,29.6866000,-91.7967000,,,,1940,,,,,,,,,,,,,,,,
L100000316832,,oil and gas,,United States,32.8060000,-93.3718000,,,,1922,,,,,,,,,,,,,,,,
L100000323176,,oil and gas,,United States,48.5404000,-102.5641000,,,,,,,,,,,,,,,,,,,,
L100000316211,,oil and gas,,United States,28.3690000,-87.9390000,,,,1987,,,,,,,,,,,,,,,,
L100000323335,,oil and gas,,Norway,71.4076000,22.5302000,,,,2023,,,,,,,,,,,,,,,,
L100000308392,,oil and gas,,Canada,50.7510000,-112.3180000,,,,1904,,,,,,,,,,,,,,,,
L100000313309,,oil,,Canada,51.8630000,-109.8550000,,,,1982,,,,,,,,,,,,,,,,
L100000313310,,oil,,Canada,51.8590000,-109.8620000,,,,2014,,,,,,,,,,,,,,,,
L100000313311,,oil,,Canada,51.8860000,-109.8940000,,,,1983,,,,,,,,,,,,,,,,
L100000313312,,oil,,Canada,51.8380000,-109.8140000,,,,1979,,,,,,,,,,,,,,,,
L100000308393,,oil and gas,,Canada,49.0430000,-112.1430000,,,,1929,,,,,,,,,,,,,,,,
L100000313316,,oil,,Canada,49.9820000,-108.4370000,,,,1969,,,,,,,,,,,,,,,,
L100000316929,,oil and gas,,United States,41.8728438,-110.1249268,,,,1986,,,,,,,,,,,,,,,,
L100000310630,,oil and gas,,Australia,,,,,,,,,,,,,,,,,,,,,,
L100000302427,,oil and gas,,Mexico,20.7520000,-97.8261000,,,,1959,,,,,,,,,,,,,,,,
L100000302428,,oil and gas,,Mexico,21.0446000,-97.8789000,,,,1972,,,,,,,,,,,,,,,,
L100000302429,,oil and gas,,Mexico,20.5409000,-97.7452000,,,,1971,,,,,,,,,,,,,,,,
L100000319216,,oil and gas,,United States,34.7517000,-97.5695000,,,,,,,,,,,,,,,,,,,,
L100000319261,,oil and gas,,United States,34.9537000,-97.6273000,,,,,,,,,,,,,,,,,,,,
L100000308395,,oil and gas,,Canada,54.5090000,-111.8300000,,,,1953,,,,,,,,,,,,,,,,
L100000308396,,oil and gas,,Canada,51.7510000,-112.3500000,,,,1951,,,,,,,,,,,,,,,,
L100000308397,,oil and gas,,Canada,57.2120000,-118.6940000,,,,1980,,,,,,,,,,,,,,,,
L100000313321,,gas,,Canada,50.1350000,-109.2960000,,,,,,,,,,,,,,,,,,,,
L100000313322,,gas,,Canada,50.0720000,-109.0880000,,,,,,,,,,,,,,,,,,,,
L100000313318,,gas,,Canada,50.1350000,-109.2960000,,,,,,,,,,,,,,,,,,,,
L100000313320,,gas,,Canada,50.0720000,-109.0880000,,,,,,,,,,,,,,,,,,,,
L100000301967,,oil and gas,,United Kingdom,57.5840000,0.3968000,,,,2011,,,,,,,,,,,,,,,,
L100000312762,,oil and gas,,Angola,-7.4805000,11.5212000,,,,1999,,,,,,,,,,,,,,,,
L100000323088,,oil and gas,,United States,48.0807000,-103.4584000,,,,,,,,,,,,,,,,,,,,
L100000316873,,oil and gas,,United States,41.5173000,-107.7590000,,,,1960,,,,,,,,,,,,,,,,
L100000316893,,oil and gas,,United States,41.5318621,-107.7464607,,,,1960,,,,,,,,,,,,,,,,
L100000316983,,oil and gas,,United States,41.5198000,-107.7441000,,,,1960,,,,,,,,,,,,,,,,
L100000317008,,oil and gas,,United States,41.5457000,-107.7363000,,,,1960,,,,,,,,,,,,,,,,
L100000302256,,oil and gas,,Romania,,,,,,,,,,,,,,,,,,,,,,
L100000301737,,gas,,Romania,46.2872000,25.0303000,,,,,,,,,,,,,,,,,,,,
